Id,SalePrice
1685,172450.11
1686,159730.02
1687,159463.81
1688,174588.1
1689,185675.69
1690,183140.62
1691,179435.55
1692,272207.88
1693,163998.3
1694,182658.16
1695,158593.42
1696,266852.28
1697,165942.69
1698,383152.66
1699,303616.56
1700,240599.31
1701,253712.1
1702,239435.36
1703,239173.14
1704,286715.3
1705,200431.36
1706,389523.22
1707,179970.6
1708,196069.97
1709,265692.56
1710,204626.36
1711,247314.48
1712,215568.19
1713,257385.72
1714,221027.98
1715,201708.06
1716,175935.75
1717,172477.9
1718,125441.46
1719,188636.89
1720,245656.33
1721,171401.73
1722,115994.47
1723,159274.73
1724,187905.05
1725,234810.31
1726,178730.2
1727,158135.97
1728,182980.88
1729,155322.89
1730,157683.58
1731,116666.22
1732,132093.28
1733,111116.53
1734,112686.0
1735,127103.266
1736,113698.66
1737,331607.12
1738,194334.05
1739,239645.77
1740,184366.95
1741,190572.19
1742,169327.64
1743,162546.16
1744,315348.38
1745,202634.89
1746,197662.23
1747,202846.02
1748,207512.84
1749,146434.12
1750,130448.055
1751,231060.38
1752,117877.086
1753,140375.0
1754,184983.2
1755,156902.05
1756,120759.266
1757,120556.17
1758,133504.36
1759,173033.78
1760,168706.9
1761,144154.67
1762,176929.83
1763,167951.77
1764,108805.14
1765,162909.61
1766,171109.89
1767,207462.0
1768,136533.4
1769,160789.31
1770,143441.83
1771,117068.68
1772,128987.94
1773,128812.15
1774,114734.75
1775,132579.92
1776,113879.99
1777,120629.43
1778,136071.56
1779,104020.016
1780,192069.44
1781,124163.305
1782,92600.64
1783,129189.34
1784,98053.36
1785,109792.875
1786,120857.195
1787,153092.55
1788,55982.082
1789,94380.57
1790,79578.57
1791,153030.66
1792,158068.56
1793,132113.31
1794,141406.52
1795,135654.61
1796,124167.69
1797,116878.25
1798,115458.76
1799,109390.18
1800,112720.72
1801,126112.336
1802,159580.19
1803,146698.03
1804,141588.4
1805,133662.72
1806,108685.05
1807,128372.5
1808,116461.34
1809,105135.22
1810,144691.27
1811,93933.484
1812,91403.625
1813,114673.49
1814,88353.16
1815,58856.902
1816,92334.06
1817,110316.6
1818,130653.484
1819,108039.78
1820,70761.164
1821,105922.625
1822,154502.66
1823,57835.484
1824,140700.69
1825,127155.64
1826,90150.86
1827,90268.29
1828,133520.9
1829,120238.92
1830,140720.02
1831,174367.28
1832,93813.34
1833,124462.06
1834,110182.87
1835,149015.3
1836,117023.02
1837,90735.484
1838,123488.42
1839,83855.32
1840,125265.96
1841,131757.98
1842,69630.64
1843,136990.94
1844,122202.78
1845,142066.4
1846,151140.81
1847,147557.3
1848,61340.035
1849,112387.42
1850,119012.19
1851,142547.25
1852,124363.7
1853,123241.48
1854,171639.75
1855,134228.34
1856,205267.84
1857,150908.64
1858,130967.234
1859,119588.8
1860,129074.32
1861,119872.195
1862,336603.1
1863,332986.6
1864,332986.6
1865,323376.34
1866,343927.47
1867,228460.14
1868,307751.16
1869,194043.66
1870,232568.33
1871,245747.25
1872,167509.8
1873,218882.94
1874,143160.86
1875,186343.39
1876,192511.2
1877,193552.05
1878,200841.4
1879,126706.55
1880,135056.69
1881,237383.19
1882,252469.3
1883,182863.83
1884,205011.55
1885,261870.66
1886,301269.88
1887,184742.55
1888,286748.12
1889,155766.86
1890,130859.12
1891,138973.31
1892,100667.375
1893,126249.76
1894,108781.18
1895,137641.39
1896,126489.945
1897,111171.65
1898,100643.375
1899,122108.42
1900,142184.06
1901,162343.38
1902,116552.23
1903,189933.34
1904,123365.305
1905,177527.98
1906,145027.11
1907,186826.5
1908,105862.94
1909,124313.19
1910,115105.734
1911,196796.81
1912,241997.28
1913,136800.72
1914,62399.36
1915,284704.47
1916,72215.32
1917,257173.73
1918,135546.11
1919,150999.33
1920,151814.86
1921,366383.1
1922,325774.97
1923,194963.14
1924,195449.22
1925,212625.81
1926,377059.22
1927,138405.5
1928,163309.86
1929,125415.38
1930,131070.445
1931,138323.69
1932,135157.06
1933,174612.06
1934,185026.08
1935,164257.5
1936,189815.64
1937,185390.81
1938,163461.31
1939,226950.47
1940,179905.39
1941,173402.98
1942,181035.8
1943,194032.38
1944,317439.4
1945,365352.38
1946,155422.47
1947,298080.75
1948,146842.62
1949,235102.5
1950,172547.98
1951,215829.03
1952,196234.2
1953,149572.98
1954,192661.25
1955,125512.9
1956,282143.72
1957,152141.4
1958,320871.75
1959,129145.12
1960,114562.33
1961,119618.68
1962,94705.16
1963,99449.5
1964,96570.75
1965,147274.58
1966,138637.88
1967,266070.62
1968,354509.03
1969,373383.16
1970,454803.75
1971,543223.7
1972,372877.5
1973,261303.86
1974,309928.94
1975,409654.34
1976,274080.03
1977,380079.22
1978,388310.38
1979,280812.53
1980,176451.95
1981,313572.1
1982,207371.98
1983,174863.36
1984,160781.19
1985,211133.78
1986,196355.14
1987,165315.44
1988,175290.8
1989,189305.31
1990,224510.38
1991,204912.64
1992,207937.19
1993,165150.77
1994,245747.25
1995,181223.9
1996,222632.19
1997,308681.78
1998,324112.72
1999,240471.31
2000,314270.56
2001,259762.89
2002,235199.61
2003,245579.5
2004,231587.19
2005,189438.4
2006,195298.11
2007,240610.33
2008,191288.88
2009,188308.31
2010,184802.28
2011,133165.23
2012,170314.1
2013,179311.19
2014,172342.75
2015,181984.39
2016,190541.84
2017,190562.56
2018,118643.21
2019,133930.8
2020,111772.71
2021,102483.63
2022,180838.56
2023,145067.64
2024,224606.11
2025,349242.28
2026,163722.94
2027,142234.38
2028,153892.53
2029,164047.56
2030,283722.2
2031,225302.27
2032,230994.5
2033,261345.48
2034,156215.55
2035,208434.33
2036,183298.4
2037,193692.75
2038,274140.94
2039,210246.88
2040,255118.12
2041,275059.88
2042,194800.89
2043,166401.16
2044,161913.53
2045,196334.92
2046,127098.78
2047,153113.14
2048,136890.0
2049,123861.84
2050,167484.4
2051,98493.09
2052,123979.31
2053,135651.89
2054,80022.484
2055,143834.84
2056,134890.25
2057,113529.74
2058,220128.06
2059,134085.05
2060,159325.94
2061,184330.92
2062,128641.63
2063,110673.94
2064,142666.25
2065,113205.72
2066,172616.62
2067,128495.6
2068,108531.234
2069,88792.31
2070,110692.195
2071,84968.484
2072,146964.36
2073,138235.86
2074,184649.38
2075,150176.02
2076,121923.055
2077,141197.64
2078,126071.09
2079,130426.414
2080,117130.99
2081,121771.875
2082,97272.3
2083,143981.28
2084,110421.55
2085,118924.484
2086,132080.3
2087,121259.08
2088,94928.414
2089,70249.14
2090,123329.77
2091,112120.86
2092,129275.86
2093,122732.555
2094,115892.85
2095,145996.84
2096,79264.09
2097,84812.64
2098,152696.83
2099,65266.434
2100,89574.27
2101,119613.32
2102,119959.23
2103,104322.32
2104,129049.7
2105,111296.51
2106,54572.1
2107,220492.39
2108,118526.73
2109,107229.375
2110,121971.31
2111,156480.95
2112,132385.48
2113,112276.87
2114,103837.05
2115,143455.38
2116,95546.02
2117,139142.14
2118,106861.46
2119,93309.74
2120,97670.336
2121,113323.78
2122,88006.35
2123,74304.805
2124,161590.98
2125,121927.586
2126,147730.62
2127,140728.2
2128,120176.56
2129,99292.57
2130,143512.03
2131,146010.48
2132,104342.52
2133,118143.81
2134,110566.12
2135,90272.94
2136,59543.023
2137,116226.34
2138,132201.66
2139,144796.45
2140,142142.7
2141,131115.2
2142,123042.07
2143,139342.52
2144,108292.2
2145,136329.39
2146,154240.17
2147,148306.0
2148,125780.586
2149,139001.28
2150,210115.19
2151,107214.24
2152,167252.97
2153,155365.55
2154,95897.85
2155,124628.46
2156,213238.06
2157,220285.14
2158,224945.02
2159,205564.42
2160,153652.17
2161,245315.22
2162,441162.9
2163,346413.78
2164,232222.36
2165,172976.69
2166,148190.62
2167,200881.64
2168,199427.89
2169,188986.75
2170,207868.58
2171,147845.48
2172,132725.03
2173,157202.34
2174,223447.92
2175,326085.16
2176,325250.62
2177,233484.8
2178,212743.66
2179,133381.81
2180,214849.64
2181,179151.88
2182,207937.97
2183,181683.19
2184,135112.98
2185,120967.78
2186,137618.69
2187,139147.17
2188,162575.47
2189,198269.02
2190,77113.8
2191,81219.81
2192,90925.8
2193,89445.72
2194,102537.21
2195,109940.51
2196,99707.14
2197,109273.4
2198,151052.19
2199,161154.53
2200,127983.29
2201,126500.445
2202,189606.14
2203,150877.12
2204,155350.0
2205,95283.96
2206,137857.5
2207,195771.2
2208,226757.92
2209,167511.4
2210,110621.805
2211,109922.99
2212,105015.47
2213,98718.69
2214,121929.1
2215,96943.35
2216,128015.516
2217,69269.41
2218,89536.78
2219,81560.95
2220,67539.45
2221,290466.53
2222,237934.84
2223,260364.58
2224,202426.67
2225,129363.55
2226,170154.03
2227,184194.38
2228,261678.67
2229,229762.61
2230,146790.39
2231,201951.94
2232,177259.67
2233,167948.1
2234,226924.72
2235,206863.97
2236,279010.12
2237,357905.03
2238,218498.14
2239,113863.484
2240,148932.17
2241,141895.94
2242,126072.77
2243,124930.24
2244,95240.625
2245,92394.23
2246,136045.22
2247,94272.266
2248,125085.11
2249,123058.734
2250,132641.27
2251,96918.58
2252,180421.69
2253,156871.38
2254,176126.47
2255,197811.39
2256,178177.1
2257,200038.56
2258,163680.95
2259,178425.7
2260,161119.19
2261,183193.55
2262,206466.23
2263,351457.5
2264,367988.62
2265,164442.28
2266,279610.0
2267,363812.44
2268,365081.75
2269,146032.2
2270,172429.39
2271,204242.86
2272,175464.23
2273,155428.39
2274,172149.4
2275,153561.78
2276,162856.64
2277,174134.64
2278,152305.89
2279,115827.88
2280,118755.62
2281,162702.64
2282,175852.39
2283,91291.51
2284,93063.22
2285,145703.9
2286,118579.64
2287,331968.16
2288,235587.3
2289,344043.94
2290,426491.38
2291,299497.22
2292,388225.6
2293,373754.75
2294,409484.03
2295,381651.97
2296,252017.53
2297,293382.75
2298,250089.47
2299,393039.44
2300,328863.72
2301,264910.75
2302,234143.05
2303,243426.36
2304,201320.44
2305,180904.98
2306,185080.25
2307,184225.47
2308,238450.05
2309,265590.72
2310,183878.81
2311,188705.8
2312,176905.53
2313,176390.7
2314,158527.66
2315,171176.47
2316,185913.47
2317,179626.62
2318,171470.4
2319,165218.52
2320,164656.48
2321,244658.0
2322,155889.47
2323,181431.94
2324,162157.69
2325,195147.5
2326,152271.9
2327,216004.47
2328,236128.48
2329,185696.58
2330,177919.52
2331,376812.97
2332,384830.22
2333,323832.16
2334,258792.61
2335,250337.16
2336,318568.16
2337,178513.34
2338,277169.34
2339,214370.31
2340,354108.62
2341,196241.14
2342,221091.44
2343,221615.39
2344,244846.84
2345,217338.28
2346,190509.69
2347,181493.38
2348,221041.69
2349,164354.48
2350,263721.5
2351,222446.06
2352,249125.88
2353,221038.94
2354,124797.59
2355,144068.36
2356,157758.19
2357,185503.64
2358,182604.86
2359,111496.125
2360,115992.15
2361,141118.22
2362,247835.81
2363,129719.47
2364,154076.39
2365,209027.73
2366,170423.77
2367,197045.47
2368,188480.97
2369,201928.83
2370,162921.58
2371,162931.98
2372,179313.23
2373,284973.4
2374,293843.38
2375,241545.6
2376,227363.16
2377,289967.53
2378,134824.78
2379,175845.67
2380,129955.1
2381,146334.45
2382,190588.38
2383,201725.19
2384,239295.89
2385,145237.77
2386,131602.02
2387,129667.64
2388,91403.8
2389,122210.7
2390,130434.87
2391,134256.12
2392,112245.39
2393,163990.94
2394,130805.836
2395,222687.61
2396,134609.84
2397,214665.31
2398,127283.16
2399,64385.96
2400,61460.723
2401,104163.66
2402,134804.47
2403,131268.47
2404,148541.67
2405,168934.4
2406,139342.25
2407,127608.52
2408,141456.55
2409,125189.414
2410,179713.16
2411,118229.93
2412,153037.38
2413,125739.57
2414,134217.72
2415,125696.53
2416,127342.77
2417,135819.66
2418,136185.16
2419,122007.73
2420,130113.96
2421,145501.45
2422,112327.74
2423,118496.664
2424,162467.28
2425,156344.16
2426,135199.47
2427,117380.02
2428,184779.55
2429,118967.25
2430,130020.555
2431,110747.42
2432,137489.34
2433,147604.72
2434,125137.484
2435,152899.81
2436,102084.19
2437,102985.47
2438,118863.484
2439,106395.625
2440,123906.85
2441,102874.055
2442,94823.09
2443,115329.89
2444,118492.484
2445,82435.84
2446,122747.07
2447,186345.34
2448,130503.93
2449,92370.17
2450,155324.52
2451,113337.07
2452,204701.5
2453,96990.98
2454,115458.65
2455,110916.96
2456,125354.4
2457,119673.56
2458,101003.27
2459,97255.98
2460,135235.7
2461,112359.77
2462,131016.45
2463,108962.46
2464,158063.14
2465,133421.12
2466,104469.97
2467,146121.5
2468,73362.27
2469,75416.445
2470,178204.8
2471,217545.66
2472,148867.14
2473,107520.81
2474,71632.29
2475,228655.88
2476,108993.53
2477,129824.17
2478,149237.16
2479,114776.01
2480,141366.88
2481,126160.81
2482,129859.586
2483,114535.89
2484,121149.04
2485,126044.64
2486,153610.12
2487,180875.83
2488,162868.92
2489,148749.36
2490,160244.5
2491,93917.9
2492,163803.53
2493,144878.5
2494,152307.78
2495,92625.64
2496,211663.8
2497,141603.67
2498,110739.5
2499,93143.04
2500,127790.1
2501,134653.38
2502,147950.0
2503,82089.4
2504,171194.44
2505,223645.77
2506,237883.8
2507,256405.25
2508,239754.11
2509,213362.56
2510,217866.42
2511,175624.62
2512,201715.19
2513,195400.2
2514,248809.84
2515,146458.16
2516,157578.66
2517,143152.94
2518,145229.19
2519,213424.62
2520,198849.22
2521,179255.45
2522,212950.5
2523,118366.89
2524,126810.625
2525,143653.89
2526,132603.95
2527,106565.1
2528,122686.336
2529,125739.81
2530,115570.35
2531,243762.75
2532,233292.94
2533,192435.58
2534,220651.83
2535,339873.6
2536,244052.81
2537,228870.12
2538,171146.28
2539,183606.16
2540,155376.08
2541,181529.56
2542,161737.75
2543,126032.984
2544,136333.94
2545,141638.25
2546,133619.64
2547,136682.84
2548,142116.95
2549,168981.3
2550,356132.2
2551,137049.88
2552,131203.0
2553,77726.76
2554,106773.95
2555,106862.375
2556,93396.19
2557,107706.16
2558,133918.66
2559,120313.94
2560,123095.0
2561,130327.69
2562,138614.88
2563,132915.16
2564,183436.38
2565,115695.08
2566,128082.07
2567,122859.734
2568,177456.22
2569,180455.42
2570,105514.3
2571,172682.48
2572,163173.48
2573,187736.31
2574,241865.08
2575,126984.53
2576,114032.47
2577,135300.72
2578,79757.57
2579,69321.15
2580,119183.695
2581,132268.88
2582,112182.36
2583,231790.69
2584,152991.56
2585,165169.52
2586,193959.84
2587,181131.12
2588,159303.75
2589,141096.4
2590,214930.6
2591,215561.61
2592,182753.3
2593,221454.61
2594,174586.6
2595,197715.97
2596,326936.2
2597,167435.69
2598,244500.56
2599,239656.73
2600,136897.17
2601,144829.05
2602,75135.96
2603,87078.82
2604,78534.0
2605,72849.91
2606,131894.52
2607,171191.66
2608,201929.22
2609,154382.77
2610,110315.445
2611,121747.95
2612,152734.69
2613,129165.81
2614,123854.75
2615,139443.69
2616,154372.45
2617,165027.66
2618,184474.6
2619,176148.8
2620,191519.61
2621,180995.92
2622,184024.23
2623,248657.8
2624,286170.62
2625,291942.3
2626,165351.23
2627,166761.61
2628,432635.4
2629,437929.34
2630,335981.25
2631,427956.9
2632,419327.8
2633,299714.38
2634,384022.56
2635,137769.17
2636,166207.97
2637,149822.97
2638,242700.12
2639,186239.62
2640,144346.16
2641,107249.22
2642,186591.98
2643,86762.99
2644,117788.31
2645,94732.89
2646,87928.664
2647,91370.766
2648,134066.25
2649,144192.34
2650,142883.56
2651,142201.02
2652,388306.7
2653,245538.98
2654,203308.31
2655,370526.22
2656,277665.94
2657,341481.5
2658,278718.38
2659,308896.75
2660,339815.9
2661,292568.88
2662,325099.9
2663,253084.5
2664,249478.94
2665,302777.72
2666,255384.69
2667,160186.44
2668,175650.92
2669,160111.14
2670,286603.78
2671,176964.25
2672,172845.6
2673,207313.86
2674,186434.39
2675,157362.1
2676,181565.39
2677,193934.14
2678,256969.02
2679,238052.88
2680,289176.3
2681,417707.75
2682,337429.1
2683,516063.97
2684,300067.6
2685,363196.1
2686,257762.05
2687,313330.56
2688,206130.0
2689,187997.17
2690,422770.62
2691,189544.84
2692,126993.25
2693,177333.73
2694,122440.055
2695,184299.1
2696,183051.22
2697,184908.42
2698,192270.66
2699,166282.02
2700,153957.4
2701,143107.34
2702,114714.836
2703,139214.2
2704,133883.3
2705,114124.73
2706,116481.445
2707,123228.9
2708,133746.36
2709,106458.04
2710,127373.016
2711,233271.14
2712,389124.1
2713,165533.31
2714,140054.22
2715,171141.22
2716,142329.5
2717,167738.4
2718,219724.73
2719,147578.12
2720,158106.4
2721,137003.88
2722,151659.73
2723,150390.7
2724,123952.36
2725,125710.31
2726,150563.34
2727,181078.28
2728,169166.56
2729,150513.53
2730,144469.28
2731,123042.19
2732,119106.55
2733,170559.7
2734,144451.1
2735,127376.055
2736,143310.84
2737,126091.414
2738,126113.06
2739,144177.9
2740,132270.77
2741,141761.77
2742,148735.17
2743,143355.67
2744,156345.95
2745,139171.6
2746,134185.98
2747,159159.8
2748,118741.35
2749,125204.695
2750,130345.46
2751,137176.84
2752,177771.95
2753,150376.94
2754,180373.17
2755,127023.77
2756,79630.95
2757,74434.67
2758,74789.52
2759,167074.25
2760,128611.945
2761,147487.52
2762,138773.33
2763,194803.31
2764,146887.44
2765,270456.84
2766,128507.12
2767,81434.03
2768,111167.62
2769,133525.88
2770,143175.19
2771,110666.55
2772,118768.08
2773,134110.25
2774,132987.81
2775,115593.83
2776,144122.64
2777,139126.73
2778,106963.21
2779,115087.95
2780,106930.06
2781,92305.19
2782,82814.54
2783,96202.695
2784,119730.87
2785,130554.34
2786,64983.344
2787,121043.945
2788,76801.29
2789,185748.12
2790,73062.04
2791,103024.37
2792,69215.79
2793,153611.0
2794,91949.62
2795,110660.11
2796,93882.44
2797,175208.06
2798,104574.03
2799,106985.35
2800,65445.316
2801,107495.18
2802,138104.22
2803,139287.38
2804,137210.47
2805,104035.79
2806,74115.21
2807,161026.7
2808,148497.34
2809,128521.83
2810,136916.11
2811,152590.27
2812,137207.47
2813,133087.4
2814,146639.56
2815,95117.91
2816,219163.25
2817,154328.16
2818,125101.93
2819,151933.34
2820,127656.6
2821,99254.51
2822,195125.53
2823,244156.64
2824,160261.0
2825,149803.81
2826,127011.42
2827,138749.78
2828,215591.02
2829,207377.33
2830,200739.16
2831,180563.53
2832,228306.6
2833,284409.22
2834,203794.58
2835,206068.1
2836,190913.62
2837,154461.84
2838,136439.05
2839,169216.42
2840,192585.75
2841,191845.73
2842,216598.77
2843,134777.73
2844,170126.44
2845,115651.72
2846,197363.48
2847,188937.73
2848,198552.1
2849,208247.16
2850,288366.4
2851,227462.5
2852,251764.58
2853,237219.33
2854,132153.75
2855,190623.81
2856,194086.05
2857,187746.7
2858,193660.61
2859,122054.516
2860,112927.625
2861,123466.41
2862,200101.9
2863,128411.195
2864,220384.75
2865,133449.11
2866,130354.79
2867,85728.95
2868,102263.48
2869,115846.0
2870,120544.21
2871,89594.61
2872,62776.77
2873,97041.77
2874,133728.62
2875,122625.86
2876,161178.05
2877,130315.38
2878,158353.12
2879,142227.33
2880,91147.53
2881,131027.08
2882,150552.14
2883,158016.56
2884,178354.25
2885,179886.52
2886,192180.1
2887,96764.71
2888,125657.45
2889,58306.05
2890,65113.617
2891,127041.46
2892,69715.625
2893,99014.84
2894,61410.215
2895,257655.88
2896,265979.03
2897,197506.02
2898,147414.39
2899,208286.48
2900,157264.73
2901,177908.48
2902,186974.8
2903,339858.7
2904,338160.06
2905,97702.664
2906,224271.98
2907,106342.875
2908,124705.74
2909,132630.52
2910,75019.76
2911,73779.17
2912,152142.72
2913,83115.76
2914,68774.94
2915,73680.59
2916,80056.15
2917,173083.95
2918,109062.266
2919,235966.17
